,Listings Price Cut Perc Change,New Monthly Listings,Days on Market Perc Change,Buyer Seller Index Cross Geo,Days on Zillow,House Price Index,New Monthly Listings Perc Change,Median Sale Price Perc Change,Inventory Perc Change,Median Sale Price,Unemployment Rate,Real Per Capita Personal Income,Homes Sold,Listings Price Cut,SPY,Homes Sold Perc Change,Buyer Seller Index Cross Time,Median Value Per Square Feet,Employees Total Nonfarm,Resident Population,Days on Market,Inventory,Building Units,Sale to List Ratio,change next year,change 2 years,change 3 years,Metro name
2011,-0.19,,,7.7975,100.0,80.90056392,,-0.062,,111283.33333333331,13.2,37468.0,4141.583333333333,13.716246666666667,0.024595696030906836,0.049,0.685,72.5,808.3,1962.01,,,5147.0,0.9423710670000001,0.9800387079999999,0.993110171,0.9680139790000001,Las Vegas
2011,0.016,,,6.7525,106.16666670000001,99.12711335,,-0.099,,93625.0,9.4,42941.0,1171.75,13.424073183333334,0.024595696030906836,-0.065,1.55,62.0,595.5,994.005,,,2210.0,0.920046528,0.932635275,0.9444626970000001,0.944875743,Memphis
2011,-0.267,,,8.865833333,81.54166667,107.3067456,,-0.044000000000000004,,484675.0,9.5,55484.0,1366.5,12.481141551583335,0.024595696030906836,-0.172,0.606666667,346.8333333,895.0,1868.148,,,3097.0,0.9670787820000001,0.999445687,1.0267886290000001,1.0172333679999999,San Jose
2011,-0.153,,,6.305833333,123.0,127.84990990000001,,0.037000000000000005,,122383.33333333331,9.6,43255.0,8624.166666666666,9.050668932,0.024595696030906836,-0.059000000000000004,0.9575,94.66666667,2234.2,5693.531,,,7532.0,0.904721012,0.9290774940000001,0.9442948109999999,0.938818895,Miami
2011,-0.201,,,8.258333333,92.66666667,107.2975179,,-0.086,,179991.66666666663,11.8,42643.0,2746.25,13.006412387749998,0.024595696030906836,-0.009000000000000001,0.668333333,125.5,828.9,2172.928,,,2491.0,0.944634747,0.9820368509999999,0.9936344859999999,0.9769603259999999,Sacramento
2011,0.037000000000000005,,,2.4075,144.20833330000002,116.3835378,,-0.022000000000000002,,174208.33333333337,8.2,47086.0,1115.4166666666667,14.4331625125,0.024595696030906836,-0.14300000000000002,0.606666667,98.08333333,509.6,1162.096,,,6366.0,0.926441249,0.943484125,0.963231614,0.968807993,Raleigh
2011,-0.034,,,3.5925,135.79166669999998,116.86694609999999,,0.013000000000000001,,121108.33333333331,9.7,42715.0,1322.6666666666667,14.954730328333332,0.024595696030906836,-0.004,0.669166667,75.58333333,586.1,1361.845,,,3911.0,0.891512203,0.93102108,0.9542111390000001,0.947034122,Jacksonville
2011,-0.034,,,3.258333333,136.75,111.6365335,,,,,8.8,46373.0,,13.167132016666667,0.024595696030906836,,0.715833333,68.83333333,498.5,1130.493,,,2362.0,0.899945845,0.917650567,0.935905694,0.943275752,Birmingham
2011,-0.028999999999999998,,,4.500833333,123.95833329999999,99.84972896,,-0.052000000000000005,,116250.0,8.9,48792.0,1925.166666666667,15.15896694416667,0.024595696030906836,-0.004,0.708333333,83.0,992.3,2122.445,,,3369.0,0.9054871259999999,0.9168709999999999,0.93228643,0.9395368140000001,Cincinnati
2011,-0.043,,,2.0516666669999997,144.66666669999998,105.86814109999999,,-0.102,,172483.33333333337,9.9,44288.0,8516.416666666666,16.34732601083333,0.024595696030906836,-0.004,0.606666667,115.75,4304.8,9500.991,,,7593.0,0.884796606,0.905750402,0.939137412,0.944541396,Chicago
2011,-0.055999999999999994,,,6.278333333,112.375,114.61697340000002,,,,,9.2,44710.0,,14.872445803333333,0.024595696030906836,,1.315833333,90.58333333,585.1,1054.031,,,2397.0,0.924793312,0.936472251,0.946866788,0.949741339,Louisville
2012,-0.04,,,5.6125,118.83333329999999,159.51076650000002,,0.086,,187366.66666666663,6.8,43973.0,1485.333333333333,12.757532486666666,0.1709710397956581,0.003,1.9166666669999999,117.91666670000001,746.8,1697.056,,,5383.0,0.9360591309999999,0.955074,0.954005056,0.958452918,Virginia Beach
2012,-0.281,,,8.949166667,100.0,84.72447098,,0.243,,120758.33333333331,11.3,39065.0,3907.333333333334,6.302507849333334,0.1709710397956581,-0.22699999999999998,2.125,72.25,825.2,1989.693,,,7375.0,0.9800387079999999,0.993110171,0.9680139790000001,0.9674708009999999,Las Vegas
2012,-0.371,,,8.441666667,93.33333333,161.2683676,,0.172,,357400.0,10.9,43345.0,9272.75,9.658005599916669,0.1709710397956581,0.163,1.8608333330000002,254.83333330000002,5461.9,13018.855,,,17447.0,0.967694952,0.994375476,0.978658606,0.982391279,Los Angeles
2012,-0.26,,,7.760833333,102.91666670000001,88.29430835,,0.16399999999999998,,102583.33333333331,8.8,43613.0,14673.333333333336,10.819355613583332,0.1709710397956581,0.042,1.9166666669999999,60.25,2354.2,5444.763000000001,,,14380.0,0.930547473,0.95755099,0.9560812240000001,0.9599672920000001,Atlanta
2012,-0.043,,,2.478333333,136.33333330000002,130.4647751,,0.024,,203341.66666666663,8.3,54236.0,702.4166666666665,15.0541775875,0.1709710397956581,0.6859999999999999,0.825,135.25,558.9,1215.098,,,1323.0,0.9200690029999999,0.935747509,0.9346631259999999,0.932670833,Hartford
2012,-0.077,,,5.9675,115.41666670000001,126.86575619999999,,0.06,,143958.33333333337,6.4,49784.0,2175.4166666666665,12.614376559999998,0.1709710397956581,0.069,1.8933333330000002,87.41666667,816.5,1726.925,,,8247.0,0.937747393,0.9588122720000001,0.96584965,0.9764102290000001,Nashville
2012,0.063,,,7.684166667,111.875,137.2164078,,0.171,,140183.33333333337,8.2,43587.0,8860.666666666666,7.547450330833333,0.1709710397956581,0.09300000000000001,5.381666667,96.16666667,2286.9,5771.731,,,13261.0,0.9290774940000001,0.9442948109999999,0.938818895,0.939819203,Miami
2012,-0.414,,,9.735,70.66666667,114.85760719999999,,0.28800000000000003,,422616.66666666674,7.8,58266.0,4400.5,7.299240047916666,0.1709710397956581,0.006,1.215,309.5,2033.4,4456.395,,,9163.0,0.9916746329999999,1.028310279,1.012360511,1.020434681,San Francisco
2012,-0.08,,,4.990833333,114.875,106.3998533,,,,,6.5,49001.0,2112.4166666666665,14.579912235833335,0.1709710397956581,-0.03,1.838333333,92.58333333,990.6,2038.57,,,4981.0,0.9843056379999999,0.9941683170000001,0.992890112,0.991641826,Kansas City
2012,-0.08900000000000001,,,8.539166667,93.75,135.7312363,,,,,5.7,47621.0,2075.0,12.96394529,0.1709710397956581,0.009000000000000001,1.9166666669999999,101.75,844.4,1834.9260000000002,,,19563.0,1.0761100590000001,1.052998853,1.039075578,1.031782637,Austin
2012,-0.018000000000000002,,,6.8,109.29166670000001,134.2691267,,,,,6.6,52223.0,5655.583333333332,13.205941253333336,0.1709710397956581,0.151,1.8925,70.0,2738.1,6184.861,,,43290.0,1.008071554,1.019330324,1.005676526,1.0142055209999998,Houston
2012,-0.158,,,4.143333333,119.41666670000001,107.563569,,,,,5.5,50596.0,4074.25,15.195648857500002,0.1709710397956581,0.057999999999999996,1.9166666669999999,129.9166667,1821.3,3421.051,,,11493.0,0.937321037,0.959021527,0.963413236,0.9695379670000001,Minneapolis
2012,-0.41,,,9.798333332999999,63.16666667,114.37833090000001,,0.209,,530700.0,8.0,58967.0,1515.166666666667,6.981770603583335,0.1709710397956581,0.063,2.500833333,366.6666667,929.5,1894.984,,,5532.0,0.999445687,1.0267886290000001,1.0172333679999999,1.030178019,San Jose
2012,-0.171,,,7.416666667,104.45833329999999,99.76776606,,0.122,,96225.0,8.5,43950.0,1279.0,13.52593615416667,0.1709710397956581,-0.085,1.5116666669999999,61.0,603.6,997.175,,,3506.0,0.932635275,0.9444626970000001,0.944875743,0.949051768,Memphis
2012,-0.01,,,7.291666667,110.41666670000001,121.56896909999999,,0.16899999999999998,,107233.33333333331,8.2,40123.0,3565.333333333333,12.08860995416667,0.1709710397956581,0.266,2.516666667,71.5,1148.7,2845.719,,,10161.0,0.921343283,0.94198326,0.9361899109999999,0.946434462,Tampa
2012,-0.045,,,2.9325,126.54166670000001,103.0940665,,,,140000.0,8.0,48995.0,2209.833333333333,14.570251735833333,0.1709710397956581,-0.267,1.8533333330000001,70.25,955.4,1929.6529999999998,,,4994.0,0.991087143,0.9646516470000001,0.9654858140000001,0.978758169,Indianapolis
2012,-0.039,,,2.7141666669999998,129.7916667,112.70449009999999,,-0.07400000000000001,,162150.0,7.4,50292.0,1272.9166666666667,15.708091934166667,0.1709710397956581,-0.152,1.9166666669999999,103.5,821.1,1567.241,,,1764.0,0.913476857,0.9365519290000001,0.939746345,0.948403843,Milwaukee
2012,-0.126,,,4.728333333,132.5,118.50231459999999,,-0.054000000000000006,,104525.0,8.2,43394.0,1750.25,13.055735212499998,0.1709710397956581,0.46399999999999997,1.9325,73.5,594.5,1377.5510000000002,,,7166.0,0.93102108,0.9542111390000001,0.947034122,0.95710779,Jacksonville
2012,-0.134,,,5.97,111.33333329999999,115.6484293,,,,,7.8,46467.0,,13.918187830833332,0.1709710397956581,,1.066666667,89.25,599.0,1055.644,,,3671.0,0.936472251,0.946866788,0.949741339,0.9587652259999999,Louisville
2012,-0.16699999999999998,,,0.325,184.33333330000002,146.37495159999997,,0.039,,331933.33333333326,8.7,49401.0,8953.583333333334,10.459325656833332,0.1709710397956581,0.099,1.27,205.16666669999998,8849.4,19822.685,,,26912.0,0.9103366559999999,0.936513771,0.944457964,0.9469821140000001,New York
2012,-0.278,,,9.205,91.29166667,111.9420137,,0.213,,193208.3333333333,10.3,43542.0,2887.916666666666,7.3471323658333345,0.1709710397956581,-0.039,1.9091666669999998,125.5,846.7,2190.556,,,3408.0,0.9820368509999999,0.9936344859999999,0.9769603259999999,0.981759637,Sacramento
2012,-0.081,,,4.571666667,127.41666670000001,88.09186186,,0.126,,100900.0,6.5,49807.0,1962.5,14.085051919166665,0.1709710397956581,0.111,1.87,74.08333333,1019.5,2064.716,,,2332.0,0.9001055370000001,0.920806109,0.9291702759999999,0.932235445,Cleveland
2012,-0.059000000000000004,,,5.1925,120.41666670000001,116.8168568,,0.027999999999999997,,172983.33333333337,7.4,48235.0,1227.0,13.8822497675,0.1709710397956581,0.06,1.9166666669999999,97.5,525.4,1187.6860000000001,,,12926.0,0.943484125,0.963231614,0.968807993,0.976534405,Raleigh
2012,0.043,,,5.020833333,129.0833333,112.6931503,,,,,7.0,47768.0,,11.822423994166668,0.1709710397956581,,2.1025,67.08333333,506.9,1133.5910000000001,,,3301.0,0.917650567,0.935905694,0.943275752,0.9497839370000001,Birmingham
2012,-0.046,,,5.093333333,120.66666670000001,100.2755993,,0.043,,119116.66666666669,7.4,49868.0,2036.833333333333,14.4370372275,0.1709710397956581,0.033,1.799166667,82.58333333,1008.7,2128.333,,,3604.0,0.9168709999999999,0.93228643,0.9395368140000001,0.94732966,Cincinnati
2012,-0.025,,,8.9425,104.66666670000001,130.95943770000002,,,,,5.3,40995.0,,11.923338910750001,0.1709710397956581,,2.46,146.5,619.8,1123.809,,,3904.0,1.1292515029999999,1.137413831,1.1234182940000002,1.1049904190000002,Salt Lake City
2012,-0.027000000000000003,,,6.3666666670000005,113.95833329999999,134.71895609999999,,0.052000000000000005,,169366.66666666663,6.6,49799.0,1073.6666666666667,13.008171873333332,0.1709710397956581,0.006999999999999999,1.908333333,101.66666670000001,612.2,1232.938,,,4271.0,0.93423663,0.95570565,0.9614489159999999,0.9663029059999999,Richmond
2012,-0.141,,,2.9275,136.79166669999998,133.5208229,,,,,9.7,45838.0,,13.854090529166667,0.1709710397956581,,1.48,144.0,550.1,1605.7520000000002,,,1361.0,0.910396955,0.9319874159999999,0.936866456,0.94530142,Providence
2012,-0.217,,,8.5225,92.33333333,133.2455729,,0.12300000000000001,,224191.66666666663,8.0,44291.0,2242.4166666666665,12.7739264275,0.1709710397956581,0.11800000000000001,1.9166666669999999,128.8333333,1020.7,2288.535,,,7785.0,0.9584645970000001,0.978370317,0.977778472,0.991561026,Portland
2012,0.079,,,5.49,114.04166670000001,143.97663300000002,,,,,6.3,41846.0,2102.583333333333,14.024143334166665,0.1709710397956581,0.092,1.9325,76.75,893.6,2237.3579999999997,,,8004.0,0.994848725,0.9908617609999999,0.9895580629999999,0.987306018,San Antonio
2012,-0.013999999999999999,,,5.65,113.0,111.8971565,,0.03,,127866.66666666669,7.3,51772.0,2989.5,15.371073541666668,0.1709710397956581,0.161,1.8933333330000002,96.08333333,1297.2,2499.6420000000003,,,5489.0,0.923945701,0.942899356,0.9462174999999999,0.9531132459999999,St. Louis
2012,-0.037000000000000005,,,5.359166667,125.58333329999999,109.4570196,,0.066,,156341.66666666663,9.3,48366.0,2404.833333333333,11.004092790833335,0.1709710397956581,0.19699999999999998,1.9166666669999999,77.58333333,1004.1,2292.1679999999997,,,12247.0,0.925512888,0.9484715979999999,0.9533425999999999,0.959175544,Charlotte
2012,-0.048,,,4.148333333,129.0,132.7977313,,0.083,,116350.0,7.2,49734.0,2144.0,13.432849464166665,0.1709710397956581,0.14,1.635,78.08333333,1157.6,2360.331,,,3466.0,0.928661897,0.9353384,0.93815237,0.940135513,Pittsburgh
2012,-0.027999999999999997,,,5.439166667,113.625,105.03024040000001,,0.047,,129733.33333333331,6.5,46825.0,1858.25,14.857631964999998,0.1709710397956581,0.045,1.48,83.66666667,968.0,1947.1570000000002,,,6811.0,0.9351219959999999,0.9553349,0.9640001970000001,0.971556732,Columbus
2012,-0.231,,,8.755833333,93.91666667,126.943684,,0.2,,181291.66666666663,11.5,30283.0,5407.333333333333,9.46470644975,0.1709710397956581,-0.031,2.670833333,113.25,1186.0,4336.162,,,5949.0,0.97633103,0.9959712470000001,0.973562385,0.972846298,Riverside
2012,-0.16399999999999998,,,2.8683333330000003,129.5833333,123.4811876,,0.006,,122441.66666666669,7.9,44792.0,899.75,15.254695438333336,0.1709710397956581,0.069,0.6216666670000001,81.33333333,518.9,1081.491,,,1600.0,0.93664218,0.936883597,0.9427523720000001,0.950678501,Rochester
2012,-0.344,,,8.765,92.83333333,126.7913676,,0.185,,269858.33333333326,7.2,52226.0,3609.916666666666,10.892466536583333,0.1709710397956581,0.047,1.9166666669999999,153.33333330000002,1734.2,3554.4840000000004,,,17666.0,0.958246018,0.9862065790000001,0.982685335,0.993899378,Seattle
2012,-0.08900000000000001,,,3.233333333,130.6666667,102.7163566,,0.016,,164825.0,9.1,46089.0,9406.916666666666,14.5387068475,0.1709710397956581,-0.075,1.9091666669999998,109.25,4376.2,9529.773000000001,,,9357.0,0.905750402,0.939137412,0.944541396,0.942350305,Chicago
2012,-0.054000000000000006,,,8.225,95.25,119.99613049999999,,,,,6.6,46795.0,6896.666666666668,13.364342245833335,0.1709710397956581,0.14400000000000002,1.9166666669999999,74.25,3082.3,6706.434,,,35042.0,1.012661835,1.0071349040000002,1.000359697,1.002904682,Dallas
2012,-0.076,,,7.0766666670000005,108.83333329999999,68.63024999,,,,,10.1,43792.0,7293.0,11.953478002166667,0.1709710397956581,0.23399999999999999,1.9316666669999998,59.33333333,1832.2,4300.902,,,4525.0,0.935302154,0.9558933609999999,0.945763771,0.945505313,Detroit
2012,-0.201,,,8.214166667,93.83333333,140.9516628,,0.16399999999999998,,336391.66666666674,9.1,41038.0,3039.333333333333,10.835218714249999,0.1709710397956581,0.11900000000000001,1.714166667,217.0,1283.2,3175.2009999999996,,,5666.0,0.963029956,0.9852307029999999,0.965913445,0.972907098,San Diego
2012,0.051,,,7.089166667000001,105.20833329999999,135.31147130000002,,0.098,,124775.0,4.5,46137.0,1282.6666666666667,14.457754285000005,0.1709710397956581,0.205,1.838333333,72.66666667,594.7,1298.476,,,6577.0,0.956463108,0.964267856,0.967753863,0.972272899,Oklahoma City
2012,-0.21600000000000003,,,6.385833333,110.08333329999999,125.42341680000001,,0.071,,312500.0,8.1,56634.0,2917.916666666666,13.856040194166667,0.1709710397956581,0.129,1.5341666669999998,191.08333330000002,2505.4,4656.698,,,8851.0,0.943271649,0.963214336,0.969221523,0.973834493,Boston
2012,-0.045,,,1.5441666669999998,142.33333330000002,149.2557648,,0.046,,186333.3333333333,8.4,49674.0,4803.916666666667,15.9540620075,0.1709710397956581,0.146,1.5341666669999998,117.25,2721.9,6016.656999999999,,,9270.0,0.915941529,0.9344788829999999,0.9374011790000001,0.9405911379999999,Philadelphia
2012,-0.09699999999999999,,,3.083333333,134.25,160.05285130000001,,0.046,,222358.3333333333,7.2,48724.0,2187.6666666666665,13.901623764166667,0.1709710397956581,0.192,1.775,148.91666669999998,1314.8,2754.611,,,5956.0,0.935250635,0.9542044390000001,0.95175691,0.9536529509999999,Baltimore
2012,-0.23800000000000002,,,2.175,146.58333330000002,135.0597458,,,,,8.5,44836.0,,14.004124258333333,0.1709710397956581,,1.285833333,82.25,543.1,1134.59,,,1252.0,0.93197916,0.9462180459999999,0.950052742,0.9528803309999999,Buffalo
2012,-0.135,,,7.988333333,100.75,170.869049,,0.11800000000000001,,307341.66666666674,5.8,52895.0,5353.75,11.48438843,0.1709710397956581,0.09,2.313333333,185.33333330000002,3060.9,5865.97,,,22404.0,0.966438288,0.981758758,0.975523233,0.9732720990000001,Washington
2012,0.585,,,9.6075,85.45833333,116.04234469999999,,0.18600000000000003,,122508.33333333331,7.4,38762.0,11123.0,10.991166649,0.1709710397956581,0.165,6.0675,85.08333333,1759.7,4331.053,,,15967.0,0.974168591,0.968957335,0.9559903240000001,0.966939817,Phoenix
2012,0.05,,,8.364166667000001,101.83333329999999,110.11356950000001,,0.086,,117825.0,8.4,36193.0,2807.666666666666,10.758558762166667,0.1709710397956581,0.179,4.2133333330000005,72.75,1031.8,2225.779,,,12006.0,0.945782765,0.9581118809999999,0.9462717709999999,0.951148543,Orlando
2012,-0.076,,,8.830833333,84.625,113.8039408,,0.139,,222958.3333333333,7.7,48272.0,3837.583333333334,13.342813206666667,0.1709710397956581,0.162,1.9166666669999999,143.0,1249.5,2650.4559999999997,,,13760.0,0.966663376,0.982099108,0.987469156,0.99566379,Denver
2013,0.409,5092.75,-0.14300000000000002,9.4425,77.91666667,155.6639283,0.059000000000000004,0.192,0.033,228800.0,9.8,30415.0,5551.916666666668,10.162156294916668,0.2776514675889694,-0.081,8.341666667,135.41666669999998,1234.2,4371.914000000001,57.16666666666666,18237.416666666668,9348.0,0.9959712470000001,0.973562385,0.972846298,0.9775726929999999,Riverside
2013,0.086,,-0.099,7.600833333,101.91666670000001,141.77061750000001,,-0.004,,179141.66666666663,6.1,49102.0,1201.8333333333333,14.217252790000002,0.2776514675889694,0.021,4.050833333,104.25,621.7,1244.8139999999999,69.33333333333333,,5005.0,0.95570565,0.9614489159999999,0.9663029059999999,0.974478581,Richmond
2013,0.574,5728.75,-0.242,8.006666667000001,95.25,136.5387084,0.004,0.095,0.071,124733.33333333331,6.9,38967.0,4615.0,14.4248818775,0.2776514675889694,0.018000000000000002,5.1325,77.41666667,1176.5,2870.355,72.66666666666667,24879.91666666667,12152.0,0.94198326,0.9361899109999999,0.946434462,0.9582247890000001,Tampa
2013,0.07200000000000001,1634.083333333333,-0.105,6.790833332999999,103.79166670000001,119.53254340000001,-0.124,,-0.092,130850.0,7.2,45012.0,1472.0,14.863702464166666,0.2776514675889694,,3.325,90.83333333,612.4,1054.994,82.16666666666667,7958.833333333332,4017.0,0.946866788,0.949741339,0.9587652259999999,0.969725919,Louisville
2013,0.624,,-0.147,9.746666667000001,69.0,188.724577,,0.142,-0.085,434091.66666666674,9.8,42439.0,10033.333333333334,10.06585686825,0.2776514675889694,-0.075,7.944166667,296.0833333,5578.6,13106.114,43.75,28119.83333333333,25198.0,0.994375476,0.978658606,0.982391279,0.986276761,Los Angeles
2013,0.17600000000000002,,-0.244,9.209166667,105.33333329999999,146.4724606,,,0.161,254866.66666666663,4.4,40683.0,1374.3333333333333,15.198152836666665,0.2776514675889694,,3.956666667,163.0,639.1,1140.1760000000002,54.33333333333334,4545.833333333333,5528.0,1.137413831,1.1234182940000002,1.1049904190000002,1.061897905,Salt Lake City
2013,0.07200000000000001,,,9.976666667,47.58333333,137.3085708,,0.094,-0.045,632541.6666666665,6.6,57736.0,1559.916666666667,7.475634007583332,0.2776514675889694,-0.113,6.168333333,437.41666669999995,966.6,1924.569,,3132.5,7764.0,1.0267886290000001,1.0172333679999999,1.030178019,1.0151713390000001,San Jose
2013,0.09699999999999999,811.4166666666665,-0.134,2.516666667,133.8333333,125.7788686,-0.248,-0.01,-0.091,123066.66666666669,7.0,43666.0,984.4166666666665,13.704615003333332,0.2776514675889694,0.055999999999999994,2.0716666669999997,82.66666667,521.0,1081.766,72.0,3645.25,1292.0,0.936883597,0.9427523720000001,0.950678501,0.956707395,Rochester
2013,-0.011000000000000001,,-0.23800000000000002,0.45833333299999995,167.16666669999998,150.629896,,0.043,-0.111,341108.33333333326,7.9,49502.0,11015.25,9.492796868333334,0.2776514675889694,0.187,2.99,209.16666669999998,9002.3,19901.696,91.0,111632.66666666669,39824.0,0.936513771,0.944457964,0.9469821140000001,0.952408488,New York
2013,0.04,1764.916666666667,-0.17600000000000002,7.62,96.0,123.0147087,-0.11,0.06,-0.09300000000000001,183691.66666666663,6.3,46956.0,1585.25,14.419849734166664,0.2776514675889694,0.07400000000000001,3.06,100.83333329999999,540.6,1213.328,72.66666666666667,7895.25,11431.0,0.963231614,0.968807993,0.976534405,0.9848835220000001,Raleigh
2013,0.009000000000000001,,-0.125,7.818333332999999,94.54166667,140.5664051,,-0.006,-0.10400000000000001,130850.0,4.6,46075.0,1537.583333333333,14.76841814,0.2776514675889694,0.05,3.184166667,74.08333333,608.7,1320.817,72.66666666666667,8017.75,7505.0,0.964267856,0.967753863,0.972272899,0.96819306,Oklahoma City
2013,0.8440000000000001,1829.583333333333,-0.065,9.754166667,72.0,139.36888169999997,0.078,0.209,0.098,253183.33333333328,8.7,44142.0,2962.416666666666,10.568437857249998,0.2776514675889694,-0.11,5.825833332999999,153.41666669999998,869.2,2211.06,45.58333333333334,5956.25,4189.0,0.9936344859999999,0.9769603259999999,0.981759637,0.9894120759999999,Sacramento
2013,-0.069,3250.5,-0.184,8.295,95.04166667,136.6200342,-0.115,0.073,-0.087,156750.0,6.2,49275.0,2471.4166666666665,12.194539857500002,0.2776514675889694,0.027999999999999997,3.036666667,91.5,846.1,1758.9820000000002,76.75,15821.5,10889.0,0.9588122720000001,0.96584965,0.9764102290000001,0.988215504,Nashville
2013,0.493,3539.166666666666,-0.247,8.355,95.5,126.44659320000001,0.015,0.172,0.065,139908.33333333337,7.0,36049.0,3299.583333333333,13.310021030833335,0.2776514675889694,-0.011000000000000001,6.239166667,81.33333333,1065.6,2270.479,61.0,13108.833333333336,15563.0,0.9581118809999999,0.9462717709999999,0.951148543,0.960140964,Orlando
2013,-0.027999999999999997,7298.5,-0.20800000000000002,2.5625,125.16666670000001,153.6488582,-0.076,-0.004,-0.054000000000000006,194291.66666666663,7.8,49653.0,5694.083333333332,15.920860104166666,0.2776514675889694,0.013000000000000001,3.683333333,118.41666670000001,2743.9,6030.541,89.75,37580.083333333336,11217.0,0.9344788829999999,0.9374011790000001,0.9405911379999999,0.95064434,Philadelphia
2013,0.307,7367.166666666668,-0.09,9.435833333,78.0,141.224602,0.045,0.11199999999999999,0.152,149083.33333333337,6.7,38836.0,11495.666666666664,15.783207890833333,0.2776514675889694,-0.15,5.9575,102.83333329999999,1810.9,4404.675,54.41666666666666,26587.91666666667,18737.0,0.968957335,0.9559903240000001,0.966939817,0.9705590690000001,Phoenix
2013,-0.015,4144.916666666667,-0.031,6.845833333,100.25,117.13588929999999,-0.149,0.085,-0.057,136533.33333333337,7.1,50557.0,3471.583333333333,16.1627122425,0.2776514675889694,-0.098,3.324166667,97.0,1306.8,2503.087,84.58333333333333,20975.83333333333,5548.0,0.942899356,0.9462174999999999,0.9531132459999999,0.9615685709999999,St. Louis
2013,0.039,3571.916666666666,-0.11,6.48,106.16666670000001,118.77708659999999,0.013999999999999999,,0.027000000000000003,193057.1428571429,4.8,49955.0,4730.416666666667,15.73158549,0.2776514675889694,0.046,3.036666667,142.5,1859.7,3456.095,57.66666666666666,13740.75,12033.0,0.959021527,0.963413236,0.9695379670000001,0.979164763,Minneapolis
2013,0.016,2707.1666666666665,-0.182,7.0975,94.66666667,152.161606,-0.122,,-0.14400000000000002,,5.8,42035.0,2488.5,14.165840073333335,0.2776514675889694,0.09699999999999999,3.020833333,78.66666667,922.6,2280.585,82.16666666666667,12963.833333333336,6128.0,0.9908617609999999,0.9895580629999999,0.987306018,0.986096759,San Antonio
2013,-0.035,1327.9166666666667,-0.207,3.54,117.91666670000001,117.6195455,0.042,0.049,-0.021,171525.0,7.2,49462.0,1436.166666666667,16.28791012,0.2776514675889694,0.14300000000000002,3.0525,106.33333329999999,833.3,1571.8220000000001,83.83333333333333,7166.0,1949.0,0.9365519290000001,0.939746345,0.948403843,0.9585251920000001,Milwaukee
2013,0.20600000000000002,,-0.06,9.960833333,52.58333333,141.2772034,,0.185,-0.016,544566.6666666665,6.5,57830.0,4590.666666666667,6.9330034800833324,0.2776514675889694,-0.10300000000000001,1.215,373.5833333,2099.8,4521.312,30.66666666666667,7372.916666666668,10922.0,1.028310279,1.012360511,1.020434681,1.0134455059999998,San Francisco
2013,0.596,,-0.237,9.719166667,65.41666667,165.32354180000002,,0.129,-0.128,398758.33333333326,7.8,41955.0,3383.5,12.686536921499998,0.2776514675889694,-0.105,6.62,253.58333330000002,1316.3,3211.248,53.83333333333334,10658.916666666666,8264.0,0.9852307029999999,0.965913445,0.972907098,0.979934497,San Diego
2013,0.047,2692.333333333333,-0.085,9.2925,77.91666667,150.5024788,-0.156,0.073,-0.044000000000000004,254458.33333333328,7.1,43762.0,2680.75,13.3487162925,0.2776514675889694,0.054000000000000006,3.8391666669999998,142.33333330000002,1045.1,2311.294,65.0,10250.833333333334,11730.0,0.978370317,0.977778472,0.991561026,0.9964767459999999,Portland
2013,0.7170000000000001,14788.583333333336,-0.151,7.714166667000001,109.0,158.3689576,-0.11199999999999999,0.141,-0.051,167125.0,7.1,41891.0,10460.0,7.871714667000001,0.2776514675889694,0.031,8.918333333,107.41666670000001,2349.2,5849.411,60.16666666666666,58558.58333333334,19921.0,0.9442948109999999,0.938818895,0.939819203,0.9426534809999999,Miami
2013,0.067,,-0.15,3.8375,121.41666670000001,139.06914019999996,,,-0.08199999999999999,,9.8,45339.0,,13.431910916666665,0.2776514675889694,,3.441666667,148.33333330000002,558.0,1607.576,88.75,9501.666666666666,1974.0,0.9319874159999999,0.936866456,0.94530142,0.957776805,Providence
2013,0.253,,-0.19,9.774166667000001,71.16666667,143.86197190000001,,0.065,0.009000000000000001,304175.0,5.9,51758.0,4399.583333333333,10.473228504249999,0.2776514675889694,0.003,3.9025,169.58333330000002,1782.1,3610.8379999999997,52.41666666666666,13938.416666666664,19517.0,0.9862065790000001,0.982685335,0.993899378,0.9994275359999999,Seattle
2013,-0.012,2335.1666666666665,-0.158,4.550833333,118.79166670000001,138.1997704,-0.11599999999999999,-0.002,-0.026000000000000002,120391.66666666669,6.8,49207.0,2398.583333333333,13.877543350833333,0.2776514675889694,0.055999999999999994,3.106666667,80.16666667,1157.6,2359.764,99.5,13915.666666666664,4563.0,0.9353384,0.93815237,0.940135513,0.942861313,Pittsburgh
2013,-0.01,1572.75,-0.126,7.149166667,102.875,104.70463790000001,-0.11699999999999999,0.039,-0.059000000000000004,109200.0,8.5,43260.0,1385.75,13.415409430000002,0.2776514675889694,0.19,2.304166667,60.41666667,608.8,1001.648,86.33333333333331,8062.916666666668,3650.0,0.9444626970000001,0.944875743,0.949051768,0.961531135,Memphis
